_MEMBER_modules_mes_black_sorted_top300,_MEMBER_modules_mes_blue_sorted_top300,_MEMBER_modules_mes_green_sorted_top300,_MEMBER_modules_mes_grey_sorted_top300,_MEMBER_modules_mes_pink_sorted_top300,_MEMBER_modules_mes_red_sorted_top300,_LogP_modules_mes_black_sorted_top300,_LogP_modules_mes_blue_sorted_top300,_LogP_modules_mes_green_sorted_top300,_LogP_modules_mes_grey_sorted_top300,_LogP_modules_mes_pink_sorted_top300,_LogP_modules_mes_red_sorted_top300,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,1,0,1,1,0,0,-4.4,0,-6.7,-2.9,GO:0032989,cellular anatomical entity morphogenesis,M001011,3,0
1,1,0,0,0,1,-7.8,-2.6,0,0,0,-4.1,hsa05418,Fluid shear stress and atherosclerosis,M110001,3,0
0,0,1,0,1,1,0,0,-2.1,0,-2.1,-4.2,GO:0051216,cartilage development,M001011,3,0
1,1,1,0,0,0,-6.5,-8.6,-2.5,0,0,0,GO:0046649,lymphocyte activation,M111000,3,0
0,0,1,0,1,1,0,0,-2.6,0,-4.8,-4.2,GO:0010975,regulation of neuron projection development,M001011,3,0
1,1,1,0,0,0,-4.6,-6.7,-2.2,0,0,0,GO:1903131,mononuclear cell differentiation,M111000,3,0
0,1,1,0,1,0,0,-2.7,-3.2,0,-2.7,0,GO:0050767,regulation of neurogenesis,M011010,3,0
1,1,0,0,1,0,-10,-7.5,0,0,-2.9,0,GO:0022407,regulation of cell-cell adhesion,M110010,3,0
1,1,0,0,0,1,-19,-5.9,0,0,0,-2.9,GO:0034612,response to tumor necrosis factor,M110001,3,0
1,1,1,0,0,0,-2.4,-7.4,-3.8,0,0,0,hsa04145,Phagosome,M111000,3,0
1,1,0,0,0,1,-4.6,-2.5,0,0,0,-3.2,GO:0032872,regulation of stress-activated MAPK cascade,M110001,3,0
1,1,0,0,0,1,-2.3,-2.9,0,0,0,-3.5,GO:0034764,positive regulation of transmembrane transport,M110001,3,0
0,0,1,0,1,1,0,0,-2.1,0,-3.6,-2.1,GO:0035051,cardiocyte differentiation,M001011,3,0
1,0,0,0,1,1,-3.4,0,0,0,-2.9,-2,GO:0032774,RNA biosynthetic process,M100011,3,0
1,1,0,0,1,0,-5.7,-4.5,0,0,-2.1,0,GO:0043549,regulation of kinase activity,M110010,3,0
1,1,0,0,0,0,-3.9,-3.2,0,0,0,0,GO:2000116,regulation of cysteine-type endopeptidase activity,M110000,2,0
1,0,0,1,0,0,-3.1,0,0,-2.2,0,0,WP1530,miRNA regulation of DNA damage response,M100100,2,0
1,1,0,0,0,0,-3.2,-3.2,0,0,0,0,GO:0055082,intracellular chemical homeostasis,M110000,2,0
1,1,0,0,0,0,-5.6,-2.5,0,0,0,0,GO:0042116,macrophage activation,M110000,2,0
1,1,0,0,0,0,-12,-13,0,0,0,0,hsa05162,Measles,M110000,2,0
1,1,0,0,0,0,-3.5,-2,0,0,0,0,GO:0032874,positive regulation of stress-activated MAPK cascade,M110000,2,0
1,1,0,0,0,0,-2.1,-2.1,0,0,0,0,GO:0002287,alpha-beta T cell activation involved in immune response,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-2.6,-3.5,GO:0010718,positive regulation of epithelial to mesenchymal transition,M000011,2,0
0,0,1,0,0,1,0,0,-2.3,0,0,-2.9,GO:0060541,respiratory system development,M001001,2,0
1,1,0,0,0,0,-11,-2.6,0,0,0,0,R-HSA-6807070,PTEN Regulation,M110000,2,0
1,1,0,0,0,0,-12,-8.2,0,0,0,0,hsa05160,Hepatitis C,M110000,2,0
0,0,1,0,0,1,0,0,-16,0,0,-2.8,R-HSA-381070,IRE1alpha activates chaperones,M001001,2,0
1,1,0,0,0,0,-4.9,-4,0,0,0,0,hsa04936,Alcoholic liver disease,M110000,2,0
1,1,0,0,0,0,-20,-2,0,0,0,0,R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),M110000,2,0
1,1,0,0,0,0,-20,-2.5,0,0,0,0,R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,M110000,2,0
1,1,0,0,0,0,-14,-2.2,0,0,0,0,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,M110000,2,0
1,1,0,0,0,0,-2.8,-17,0,0,0,0,GO:0045069,regulation of viral genome replication,M110000,2,0
0,0,1,1,0,0,0,0,-5.2,-2.2,0,0,GO:0010970,transport along microtubule,M001100,2,0
0,0,1,0,0,1,0,0,-3.7,0,0,-8.7,hsa04510,Focal adhesion,M001001,2,0
1,1,0,0,0,0,-2.2,-4,0,0,0,0,GO:0051403,stress-activated MAPK cascade,M110000,2,0
1,0,1,0,0,0,-14,0,-3.3,0,0,0,R-HSA-5689603,UCH proteinases,M101000,2,0
0,0,1,0,0,1,0,0,-2.3,0,0,-2.7,R-HSA-9012999,RHO GTPase cycle,M001001,2,0
0,1,0,0,0,1,0,-3.3,0,0,0,-2.4,GO:0032507,maintenance of protein location in cell,M010001,2,0
1,0,1,0,0,0,-5.8,0,-5.8,0,0,0,GO:0001525,angiogenesis,M101000,2,0
1,1,0,0,0,0,-2.7,-19,0,0,0,0,GO:0045071,negative regulation of viral genome replication,M110000,2,0
1,1,0,0,0,0,-6.6,-2.9,0,0,0,0,GO:0045619,regulation of lymphocyte differentiation,M110000,2,0
1,0,0,0,1,0,-2.1,0,0,0,-2.2,0,GO:0043409,negative regulation of MAPK cascade,M100010,2,0
1,1,0,0,0,0,-3.3,-3.8,0,0,0,0,GO:0055080,monoatomic cation homeostasis,M110000,2,0
1,1,0,0,0,0,-7.1,-7.1,0,0,0,0,M5902,HALLMARK APOPTOSIS,M110000,2,0
1,1,0,0,0,0,-13,-2.8,0,0,0,0,R-HSA-9711123,Cellular response to chemical stress,M110000,2,0
1,1,0,0,0,0,-20,-10,0,0,0,0,hsa05417,Lipid and atherosclerosis,M110000,2,0
1,1,0,0,0,0,-4.2,-2.6,0,0,0,0,GO:0007623,circadian rhythm,M110000,2,0
0,0,1,0,1,0,0,0,-2.6,0,-2.2,0,GO:0006897,endocytosis,M001010,2,0
1,0,0,0,1,0,-2.6,0,0,0,-2.6,0,R-HSA-201556,Signaling by ALK,M100010,2,0
1,1,0,0,0,0,-4.9,-4,0,0,0,0,GO:2001235,positive regulation of apoptotic signaling pathway,M110000,2,0
1,0,1,0,0,0,-2.1,0,-3.6,0,0,0,GO:0032940,secretion by cell,M101000,2,0
1,0,0,0,0,1,-5.3,0,0,0,0,-2.3,M153,PID P75 NTR PATHWAY,M100001,2,0
1,1,0,0,0,0,-2.5,-3.5,0,0,0,0,GO:0045428,regulation of nitric oxide biosynthetic process,M110000,2,0
0,0,0,1,0,1,0,0,0,-2,0,-2.9,GO:0006468,protein phosphorylation,M000101,2,0
1,1,0,0,0,0,-3.3,-6.8,0,0,0,0,GO:0097529,myeloid leukocyte migration,M110000,2,0
1,1,0,0,0,0,-6.1,-2.4,0,0,0,0,WP4496,Signal transduction through IL1R,M110000,2,0
1,1,0,0,0,0,-3,-3,0,0,0,0,GO:0043536,positive regulation of blood vessel endothelial cell migration,M110000,2,0
1,0,0,0,1,0,-3.8,0,0,0,-2.7,0,GO:0006366,transcription by RNA polymerase II,M100010,2,0
1,1,0,0,0,0,-3.9,-15,0,0,0,0,GO:0050777,negative regulation of immune response,M110000,2,0
1,0,0,0,1,0,-13,0,0,0,-3.4,0,WP4658,Small cell lung cancer,M100010,2,0
1,1,0,0,0,0,-4.4,-3.8,0,0,0,0,GO:0045862,positive regulation of proteolysis,M110000,2,0
1,1,0,0,0,0,-9.3,-2.5,0,0,0,0,R-HSA-5260271,Diseases of Immune System,M110000,2,0
0,1,1,0,0,0,0,-2.2,-3.3,0,0,0,GO:0033619,membrane protein proteolysis,M011000,2,0
1,0,0,0,1,0,-3.7,0,0,0,-3.7,0,GO:0001666,response to hypoxia,M100010,2,0
1,1,0,0,0,0,-5.2,-2.9,0,0,0,0,hsa04630,JAK-STAT signaling pathway,M110000,2,0
1,1,0,0,0,0,-4.1,-2,0,0,0,0,R-HSA-451927,Interleukin-2 family signaling,M110000,2,0
1,1,0,0,0,0,-10,-12,0,0,0,0,GO:0045321,leukocyte activation,M110000,2,0
0,0,0,1,1,0,0,0,0,-8.8,-2.9,0,GO:0010564,regulation of cell cycle process,M000110,2,0
1,1,0,0,0,0,-9.7,-7,0,0,0,0,GO:0051091,positive regulation of DNA-binding transcription factor activity,M110000,2,0
1,1,0,0,0,0,-16,-2.3,0,0,0,0,WP2059,Alzheimer 39 s disease and miRNA effects,M110000,2,0
1,1,0,0,0,0,-7,-3.4,0,0,0,0,hsa04650,Natural killer cell mediated cytotoxicity,M110000,2,0
1,0,1,0,0,0,-2.1,0,-15,0,0,0,hsa04141,Protein processing in endoplasmic reticulum,M101000,2,0
1,1,0,0,0,0,-8.8,-6.8,0,0,0,0,GO:0051092,positive regulation of NF-kappaB transcription factor activity,M110000,2,0
1,1,0,0,0,0,-15,-2.6,0,0,0,0,R-HSA-4641258,Degradation of DVL,M110000,2,0
0,0,1,0,0,1,0,0,-2.1,0,0,-2.1,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,M001001,2,0
1,0,0,0,0,1,-2,0,0,0,0,-2,GO:0051384,response to glucocorticoid,M100001,2,0
0,1,1,0,0,0,0,-4.1,-2.6,0,0,0,M5946,HALLMARK COAGULATION,M011000,2,0
1,1,0,0,0,0,-2.8,-2.8,0,0,0,0,WP4298,Acute viral myocarditis,M110000,2,0
0,0,1,0,0,1,0,0,-2.5,0,0,-3.2,GO:0030323,respiratory tube development,M001001,2,0
1,1,0,0,0,0,-2.6,-4.4,0,0,0,0,GO:0002690,positive regulation of leukocyte chemotaxis,M110000,2,0
1,1,0,0,0,0,-4.2,-3.2,0,0,0,0,WP5130,Th17 cell differentiation pathway,M110000,2,0
1,1,0,0,0,0,-5.4,-2.7,0,0,0,0,WP2865,IL1 and megakaryocytes in obesity,M110000,2,0
1,1,0,0,0,0,-3.4,-47,0,0,0,0,R-HSA-913531,Interferon Signaling,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-3.3,-3.3,GO:0072073,kidney epithelium development,M000011,2,0
1,1,0,0,0,0,-15,-2.5,0,0,0,0,R-HSA-5610783,Degradation of GLI2 by the proteasome,M110000,2,0
1,1,0,0,0,0,-5.4,-14,0,0,0,0,GO:0032479,regulation of type I interferon production,M110000,2,0
1,1,0,0,0,0,-2.4,-5.5,0,0,0,0,GO:0032655,regulation of interleukin-12 production,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-3.7,-2.5,R-HSA-9006931,Signaling by Nuclear Receptors,M000011,2,0
1,1,0,0,0,0,-9.3,-2.4,0,0,0,0,R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,M110000,2,0
1,1,0,0,0,0,-15,-2.3,0,0,0,0,R-HSA-166166,MyD88-independent TLR4 cascade,M110000,2,0
0,1,0,0,1,0,0,-2.3,0,0,-2.3,0,GO:0051961,negative regulation of nervous system development,M010010,2,0
0,0,1,0,1,0,0,0,-3.9,0,-6.2,0,GO:0048858,cell projection morphogenesis,M001010,2,0
0,1,0,1,0,0,0,-2.2,0,-3,0,0,GO:0031570,DNA integrity checkpoint signaling,M010100,2,0
1,0,0,0,1,0,-4,0,0,0,-4,0,GO:0009410,response to xenobiotic stimulus,M100010,2,0
1,1,0,0,0,0,-3.5,-3.5,0,0,0,0,GO:0050866,negative regulation of cell activation,M110000,2,0
1,1,0,0,0,0,-2.8,-2.1,0,0,0,0,GO:0050673,epithelial cell proliferation,M110000,2,0
1,1,0,0,0,0,-2.6,-2.6,0,0,0,0,GO:1901874,negative regulation of post-translational protein modification,M110000,2,0
1,1,0,0,0,0,-11,-4.1,0,0,0,0,hsa05142,Chagas disease,M110000,2,0
1,1,0,0,0,0,-15,-11,0,0,0,0,GO:0071222,cellular response to lipopolysaccharide,M110000,2,0
1,1,0,0,0,0,-2.7,-4.3,0,0,0,0,GO:0050864,regulation of B cell activation,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-2.6,-4.2,GO:0030900,forebrain development,M000011,2,0
0,0,1,0,0,1,0,0,-6.3,0,0,-4,hsa04810,Regulation of actin cytoskeleton,M001001,2,0
0,0,1,0,0,1,0,0,-14,0,0,-2.3,M5922,HALLMARK UNFOLDED PROTEIN RESPONSE,M001001,2,0
1,1,0,0,0,0,-6.3,-3.6,0,0,0,0,WP4912,SARS coronavirus and innate immunity,M110000,2,0
1,0,0,0,1,0,-2.5,0,0,0,-3.4,0,GO:0048534,hematopoietic or lymphoid organ development,M100010,2,0
1,1,0,0,0,0,-9.3,-2.5,0,0,0,0,R-HSA-5602358,Diseases associated with the TLR signaling cascade,M110000,2,0
1,0,1,0,0,0,-2.7,0,-3.3,0,0,0,GO:0031669,cellular response to nutrient levels,M101000,2,0
1,0,1,0,0,0,-8.4,0,-5.5,0,0,0,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,M101000,2,0
1,1,0,0,0,0,-5.2,-4.1,0,0,0,0,GO:0045859,regulation of protein kinase activity,M110000,2,0
0,0,1,0,0,1,0,0,-3,0,0,-3,R-HSA-6811438,Intra-Golgi traffic,M001001,2,0
0,0,1,0,0,1,0,0,-5.7,0,0,-4.8,GO:0007030,Golgi organization,M001001,2,0
1,1,0,0,0,0,-27,-22,0,0,0,0,GO:0071345,cellular response to cytokine stimulus,M110000,2,0
1,1,0,0,0,0,-3.3,-7.1,0,0,0,0,GO:1901222,regulation of non-canonical NF-kappaB signal transduction,M110000,2,0
1,0,0,0,0,1,-3.6,0,0,0,0,-3,GO:0043269,regulation of monoatomic ion transport,M100001,2,0
1,0,0,1,0,0,-2.2,0,0,-3.7,0,0,GO:0006163,purine nucleotide metabolic process,M100100,2,0
1,1,0,0,0,0,-15,-3.3,0,0,0,0,R-HSA-5358346,Hedgehog ligand biogenesis,M110000,2,0
1,1,0,0,0,0,-6.9,-11,0,0,0,0,GO:0050670,regulation of lymphocyte proliferation,M110000,2,0
0,0,1,0,0,1,0,0,-26,0,0,-6.4,R-HSA-446203,Asparagine N-linked glycosylation,M001001,2,0
1,1,0,0,0,0,-27,-5.1,0,0,0,0,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,M110000,2,0
1,1,0,0,0,0,-7.5,-8.3,0,0,0,0,GO:0051251,positive regulation of lymphocyte activation,M110000,2,0
1,1,0,0,0,0,-11,-7.1,0,0,0,0,GO:0051090,regulation of DNA-binding transcription factor activity,M110000,2,0
1,0,0,0,1,0,-2,0,0,0,-3,0,M285,PID HNF3A PATHWAY,M100010,2,0
0,0,1,1,0,0,0,0,-2.4,-6.1,0,0,M5901,HALLMARK G2M CHECKPOINT,M001100,2,0
1,1,0,0,0,0,-2.9,-3.6,0,0,0,0,GO:0051250,negative regulation of lymphocyte activation,M110000,2,0
1,0,1,0,0,0,-3.5,0,-2.9,0,0,0,GO:0031668,cellular response to extracellular stimulus,M101000,2,0
0,0,1,0,0,1,0,0,-2.5,0,0,-2.5,hsa05410,Hypertrophic cardiomyopathy,M001001,2,0
1,1,0,0,0,0,-11,-5.3,0,0,0,0,GO:0031401,positive regulation of protein modification process,M110000,2,0
1,1,0,0,0,0,-3.8,-3,0,0,0,0,GO:0010950,positive regulation of endopeptidase activity,M110000,2,0
1,1,0,0,0,0,-3.9,-4.8,0,0,0,0,GO:1905954,positive regulation of lipid localization,M110000,2,0
1,1,0,0,0,0,-2.1,-2.9,0,0,0,0,GO:0033273,response to vitamin,M110000,2,0
1,1,0,0,0,0,-3,-5.4,0,0,0,0,hsa04514,Cell adhesion molecules,M110000,2,0
1,1,0,0,0,0,-2.4,-17,0,0,0,0,GO:0019882,antigen processing and presentation,M110000,2,0
1,1,0,0,0,0,-13,-3.4,0,0,0,0,hsa04210,Apoptosis,M110000,2,0
1,1,0,0,0,0,-8.5,-2.5,0,0,0,0,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-2.7,-3.6,GO:0072164,mesonephric tubule development,M000011,2,0
1,0,0,0,1,0,-2.2,0,0,0,-2.2,0,hsa04935,"Growth hormone synthesis, secretion and action",M100010,2,0
1,1,0,0,0,0,-2.6,-2.6,0,0,0,0,GO:0008610,lipid biosynthetic process,M110000,2,0
1,1,0,0,0,0,-6.2,-10,0,0,0,0,WP5095,Overview of proinflammatory and profibrotic mediators,M110000,2,0
1,0,1,0,0,0,-2.4,0,-2.4,0,0,0,M5937,HALLMARK GLYCOLYSIS,M101000,2,0
1,1,0,0,0,0,-2.5,-3.2,0,0,0,0,GO:0002695,negative regulation of leukocyte activation,M110000,2,0
0,0,1,0,0,1,0,0,-9.8,0,0,-2.2,GO:0051650,establishment of vesicle localization,M001001,2,0
0,0,0,1,0,1,0,0,0,-5.2,0,-3,M129,PID PLK1 PATHWAY,M000101,2,0
1,1,0,0,0,0,-16,-3.7,0,0,0,0,R-HSA-180585,Vif-mediated degradation of APOBEC3G,M110000,2,0
1,1,0,0,0,0,-13,-28,0,0,0,0,GO:0009617,response to bacterium,M110000,2,0
1,1,0,0,0,0,-3,-7.8,0,0,0,0,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,M110000,2,0
0,0,1,0,0,1,0,0,-2.6,0,0,-4.6,GO:0030199,collagen fibril organization,M001001,2,0
1,1,0,0,0,0,-3.1,-4.5,0,0,0,0,WP4478,LTF danger signal response pathway,M110000,2,0
1,1,0,0,0,0,-2.8,-4.1,0,0,0,0,GO:0060907,positive regulation of macrophage cytokine production,M110000,2,0
1,0,0,0,0,1,-3.4,0,0,0,0,-3.4,hsa05215,Prostate cancer,M100001,2,0
1,1,0,0,0,0,-16,-2.9,0,0,0,0,R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),M110000,2,0
0,0,0,0,1,1,0,0,0,0,-5.4,-5.9,GO:0007420,brain development,M000011,2,0
1,1,0,0,0,0,-6.3,-4,0,0,0,0,WP5347,IL 26 signaling pathways,M110000,2,0
1,1,0,0,0,0,-9.1,-6.9,0,0,0,0,GO:0071346,cellular response to type II interferon,M110000,2,0
1,1,0,0,0,0,-12,-13,0,0,0,0,GO:0002757,immune response-activating signaling pathway,M110000,2,0
1,1,0,0,0,0,-3.4,-8.8,0,0,0,0,R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,M110000,2,0
0,1,0,0,1,0,0,-2,0,0,-2.6,0,GO:0048608,reproductive structure development,M010010,2,0
1,1,0,0,0,0,-9.4,-5.7,0,0,0,0,WP3865,Novel intracellular components of RIG I like receptor pathway,M110000,2,0
1,0,1,0,0,0,-2.3,0,-2.3,0,0,0,GO:0005975,carbohydrate metabolic process,M101000,2,0
0,1,0,0,1,0,0,-2.3,0,0,-2.3,0,GO:0110110,positive regulation of animal organ morphogenesis,M010010,2,0
0,1,0,0,1,0,0,-2.8,0,0,-2.8,0,GO:0043171,peptide catabolic process,M010010,2,0
1,0,0,0,1,0,-5.1,0,0,0,-3,0,GO:1903829,positive regulation of protein localization,M100010,2,0
1,1,0,0,0,0,-4,-2.7,0,0,0,0,M984,BIOCARTA TOLL PATHWAY,M110000,2,0
1,0,0,1,0,0,-7.4,0,0,-5.1,0,0,R-HSA-69620,Cell Cycle Checkpoints,M100100,2,0
1,1,0,0,0,0,-4.5,-15,0,0,0,0,WP619,Type II interferon signaling,M110000,2,0
1,1,0,0,0,0,-5.2,-2,0,0,0,0,GO:0032943,mononuclear cell proliferation,M110000,2,0
1,1,0,0,0,0,-17,-2.1,0,0,0,0,R-HSA-9755511,KEAP1-NFE2L2 pathway,M110000,2,0
1,1,0,0,0,0,-2,-2,0,0,0,0,GO:0009636,response to toxic substance,M110000,2,0
0,0,1,0,0,1,0,0,-3.8,0,0,-4.7,R-HSA-446728,Cell junction organization,M001001,2,0
1,1,0,0,0,0,-6.3,-2.5,0,0,0,0,M12095,BIOCARTA IL1R PATHWAY,M110000,2,0
1,1,0,0,0,0,-2.6,-4.8,0,0,0,0,GO:1905952,regulation of lipid localization,M110000,2,0
1,1,0,0,0,0,-12,-11,0,0,0,0,GO:0002221,pattern recognition receptor signaling pathway,M110000,2,0
1,1,0,0,0,0,-3.2,-3.2,0,0,0,0,M3952,BIOCARTA LAIR PATHWAY,M110000,2,0
1,1,0,0,0,0,-15,-3.2,0,0,0,0,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,M110000,2,0
0,1,1,0,0,0,0,-2,-3.1,0,0,0,GO:0050878,regulation of body fluid levels,M011000,2,0
1,1,0,0,0,0,-5.1,-7.3,0,0,0,0,WP4655,Cytosolic DNA sensing pathway,M110000,2,0
1,0,0,0,0,1,-2.5,0,0,0,0,-2.5,WP3981,miRNA regulation of prostate cancer signaling pathways,M100001,2,0
0,1,0,1,0,0,0,-11,0,-3.9,0,0,hsa04612,Antigen processing and presentation,M010100,2,0
1,0,0,0,1,0,-2.9,0,0,0,-2.9,0,GO:1902806,regulation of cell cycle G1/S phase transition,M100010,2,0
0,1,1,0,0,0,0,-2.8,-2.8,0,0,0,GO:0044403,biological process involved in symbiotic interaction,M011000,2,0
1,1,0,0,0,0,-14,-2.3,0,0,0,0,R-HSA-5658442,Regulation of RAS by GAPs,M110000,2,0
1,1,0,0,0,0,-16,-33,0,0,0,0,GO:0002831,regulation of response to biotic stimulus,M110000,2,0
1,1,0,0,0,0,-3,-3.8,0,0,0,0,GO:0006690,icosanoid metabolic process,M110000,2,0
0,0,0,0,1,1,0,0,0,0,-6.2,-2.4,GO:0031345,negative regulation of cell projection organization,M000011,2,0
1,1,0,0,0,0,-18,-2.8,0,0,0,0,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,M110000,2,0
1,1,0,0,0,0,-15,-2.4,0,0,0,0,R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,M110000,2,0
1,0,0,0,1,0,-11,0,0,0,-2.3,0,R-HSA-5610787,Hedgehog 'off' state,M100010,2,0
1,1,0,0,0,0,-14,-2.2,0,0,0,0,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,M110000,2,0
1,1,0,0,0,0,-2.6,-3.2,0,0,0,0,GO:0034504,protein localization to nucleus,M110000,2,0
1,1,0,0,0,0,-4.3,-3.2,0,0,0,0,GO:0002752,cell surface pattern recognition receptor signaling pathway,M110000,2,0
1,0,0,0,1,0,-4.6,0,0,0,-2.2,0,GO:0045582,positive regulation of T cell differentiation,M100010,2,0
1,1,0,0,0,0,-4.3,-2.7,0,0,0,0,GO:0032652,regulation of interleukin-1 production,M110000,2,0
1,1,0,0,0,0,-2.3,-3.4,0,0,0,0,GO:0070227,lymphocyte apoptotic process,M110000,2,0
1,1,0,0,0,0,-2.7,-3.5,0,0,0,0,GO:0030183,B cell differentiation,M110000,2,0
1,1,0,0,0,0,-5,-2.5,0,0,0,0,R-HSA-5669034,TNFs bind their physiological receptors,M110000,2,0
0,0,1,0,1,0,0,0,-2.1,0,-2.1,0,GO:0040001,establishment of mitotic spindle localization,M001010,2,0
0,1,1,0,0,0,0,-2.5,-3.8,0,0,0,GO:0001667,ameboidal-type cell migration,M011000,2,0
1,1,0,0,0,0,-16,-3.3,0,0,0,0,R-HSA-69563,p53-Dependent G1 DNA Damage Response,M110000,2,0
1,1,0,0,0,0,-10,-3.4,0,0,0,0,GO:0007249,canonical NF-kappaB signal transduction,M110000,2,0
1,1,0,0,0,0,-4.2,-2.5,0,0,0,0,GO:0048661,positive regulation of smooth muscle cell proliferation,M110000,2,0
1,1,0,0,0,0,-14,-2.8,0,0,0,0,R-HSA-5689880,Ub-specific processing proteases,M110000,2,0
1,0,0,0,0,1,-2.6,0,0,0,0,-2.1,GO:0034765,regulation of monoatomic ion transmembrane transport,M100001,2,0
1,1,0,0,0,0,-16,-2.7,0,0,0,0,R-HSA-8941858,Regulation of RUNX3 expression and activity,M110000,2,0
1,1,0,0,0,0,-3.7,-3,0,0,0,0,M5953,HALLMARK KRAS SIGNALING UP,M110000,2,0
0,0,1,0,0,1,0,0,-2.1,0,0,-4.5,GO:0010927,cellular component assembly involved in morphogenesis,M001001,2,0
1,1,0,0,0,0,-4.4,-3.4,0,0,0,0,R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA,M110000,2,0
1,0,0,0,1,0,-11,0,0,0,-2.7,0,hsa05222,Small cell lung cancer,M100010,2,0
0,0,0,0,1,1,0,0,0,0,-2.2,-2.7,GO:0021537,telencephalon development,M000011,2,0
1,1,0,0,0,0,-18,-2.6,0,0,0,0,R-HSA-5676590,NIK-->noncanonical NF-kB signaling,M110000,2,0
1,1,0,0,0,0,-4.6,-2.2,0,0,0,0,GO:0048872,homeostasis of number of cells,M110000,2,0
0,1,0,0,0,1,0,-2.2,0,0,0,-2.2,GO:0003170,heart valve development,M010001,2,0
1,1,0,0,0,0,-2.5,-3.1,0,0,0,0,GO:0016032,viral process,M110000,2,0
1,1,0,0,0,0,-2.5,-5.8,0,0,0,0,R-HSA-9678108,SARS-CoV-1 Infection,M110000,2,0
1,1,0,0,0,0,-12,-2.6,0,0,0,0,R-HSA-157118,Signaling by NOTCH,M110000,2,0
1,1,0,0,0,0,-16,-2.7,0,0,0,0,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,M110000,2,0
1,1,0,0,0,0,-4.9,-4.1,0,0,0,0,GO:0030217,T cell differentiation,M110000,2,0
1,0,0,1,0,0,-9.5,0,0,-2.4,0,0,R-HSA-453279,Mitotic G1 phase and G1/S transition,M100100,2,0
0,0,0,0,1,1,0,0,0,0,-2.7,-3.6,GO:0060993,kidney morphogenesis,M000011,2,0
1,0,0,0,1,0,-2.4,0,0,0,-3,0,GO:0097305,response to alcohol,M100010,2,0
0,0,0,0,1,1,0,0,0,0,-6.4,-3.1,GO:0007423,sensory organ development,M000011,2,0
1,1,0,0,0,0,-3.9,-3.9,0,0,0,0,GO:0048247,lymphocyte chemotaxis,M110000,2,0
1,1,0,0,0,0,-3.6,-2.9,0,0,0,0,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,M110000,2,0
1,1,0,0,0,0,-2.3,-3.2,0,0,0,0,GO:1901184,regulation of ERBB signaling pathway,M110000,2,0
1,1,0,0,0,0,-17,-2.8,0,0,0,0,hsa05010,Alzheimer disease,M110000,2,0
0,0,1,1,0,0,0,0,-13,-4.3,0,0,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,M001100,2,0
1,0,0,0,0,1,-2.3,0,0,0,0,-4,R-HSA-194138,Signaling by VEGF,M100001,2,0
0,0,0,1,1,0,0,0,0,-5.9,-3.1,0,GO:0007346,regulation of mitotic cell cycle,M000110,2,0
0,0,0,0,1,1,0,0,0,0,-4.2,-4.8,GO:0072001,renal system development,M000011,2,0
0,0,0,0,1,1,0,0,0,0,-3.4,-4,GO:0090596,sensory organ morphogenesis,M000011,2,0
1,1,0,0,0,0,-14,-11,0,0,0,0,hsa04060,Cytokine-cytokine receptor interaction,M110000,2,0
1,1,0,0,0,0,-14,-2.3,0,0,0,0,R-HSA-8948751,Regulation of PTEN stability and activity,M110000,2,0
0,0,1,0,1,0,0,0,-2.5,0,-6.1,0,GO:0001841,neural tube formation,M001010,2,0
0,0,0,0,1,1,0,0,0,0,-3.8,-3.1,GO:0060348,bone development,M000011,2,0
1,1,0,0,0,0,-6.2,-49,0,0,0,0,GO:0051607,defense response to virus,M110000,2,0
1,1,0,0,0,0,-27,-7.3,0,0,0,0,R-HSA-446652,Interleukin-1 family signaling,M110000,2,0
1,1,0,0,0,0,-3.2,-9.6,0,0,0,0,GO:0002252,immune effector process,M110000,2,0
